,Title,Name,content
67,activites des comites d'entreprises,Marc LAURIOL,"  visant a modifier les dispositions legales relatives aux activites sociales et culturelles des comites d'entreprise, n° 79, déposée le  2 décembre 1992"
68,activites physiques et sportives,Alain Néri, 
69,activites sportives,"Thierry Mandon, François Lesein","  rapporteur le  5 mai 1992 rapporteur le  29 juin 1992 et <a href=""/14/tribun/fiches_id/2051.asp"" target=""_blank"">Thierry Mandon</a> rapporteur le  29 juin 1992 rapporteur, sous le n° 2848 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/lesein_francois88005h.html"" target=""_blank"">François Lesein</a> rapporteur, sous le n° 460 au Sénat"
70,adaptation de la legislation a Mayotte,,
71,adhesion au traite sur la non proliferation des armes nucleaires,Michel Crépeau, 
72,adhesion de l'Espagne aux accords de Schengen,,
73,adhesion de l'Espagne et du Portugal a une convention judiciaire,Michel Crucis, rapporteur le  16 mai 1990
74,adhesion de l'Italie a l'accord de Schengen,,
75,adhesion du Portugal aux accords de Schengen,,
76,ADHESIONS AUX ASSOCIATIONS PATRONALES PRIVEES,Robert PAGÈS,"  SUR L'ADHESION DES MEMBRES DES DIRECTIONS DES ENTREPRISES PUBLIQUES ET NATIONALISEES A DES ASSOCIATIONS PATRONALES PRIVEES, n° 12, déposée le  3 octobre 1988"
77,ADMINISTRATION DE LA NOUVELLE-CALEDONIE,"Raymond Forni, Jean-Marie Girault",  rapporteur le  30 juin 1988
78,administration penitentiaire en Nouvelle-Caledonie,"François Colcombet, Germain Authié",  rapporteur le  28 novembre 1989
79,administration territoriale de la Republique,"Christian Pierret, Paul Graziani","  n° 0452 sur Vote sur l'ensemble du texte au cours de la  séance  du jeudi 4 avril 1991 rapporteur le  17 avril 1991  n° 0580 sur Vote sur l'ensemble du texte au cours de la  séance  du samedi 30 novembre 1991 rapporteur le  20 janvier 1992 et <a href=""/11/tribun/fiches_id/2412.asp"" target=""_blank"">Christian Pierret</a> rapporteur le  17 janvier 1992 rapporteur, sous le n° 2545 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/graziani_paul59537v.html"" target=""_blank"">Paul Graziani</a> rapporteur, sous le n° 242 au Sénat  n° 0620 sur Vote sur l'ensemble du texte au cours de la  séance  du mercredi 22 janvier 1992 "
80,administration territoriale de la Republique,Alain PLUCHET,"  visant a completer l'article 15 de la loi d'orientation no 92-125 du 6 fevrier 1992 relative a l'administration territoriale de la Republique, n° 38, déposée le  10 novembre 1992"
81,administration territoriale de la Republique,,
82,affectation des sommes recueillies par des associations,Adrien ZELLER,
83,AFFICHAGE DE LA DECLARATION DES DROITS DE L'HOMME,Denis JACQUAT,"  RELATIVE A L'AFFICHAGE DE LA DECLARATION DES DROITS DE L'HOMME ET DU CITOYEN DE 1789 DANS LES SALLES DE CLASSE DES ETABLISSEMENTS SCOLAIRES ET UNIVERSITAIRES, n° 269, déposée le  5 octobre 1988"
84,affichage et diffusion d'opinion,Hélène LUC,"  tendant a garantir en toute periode, le caractere de libertes publiques fondamentales de l'affichage et de la diffusion d'opinion, n° 234, déposée le  23 décembre 1992"
85,AFFIDATION,Etienne DAILLY,
86,AGE DE LA RETRAITE DES AGENTS NON TITULAIRES DE L'ETAT,Étienne PINTE,"  RELATIVE A L'AGE DE LA RETRAITE DES AGENTS NON TITULAIRES DE L'ETAT, n° 529, déposée le  22 décembre 1988"
87,AGENCE DES PERSONNELS NON TITULAIRES,Roger HUSSON,
88,Agence pour l'enseignement francais a l'etranger,Jean-Pierre BAYLE,"  tendant a modifier la loi no 90-588 du 6 juillet 1990 relative a l'Agence pour l'enseignement francais a l'etranger, n° 207, déposée le  20 décembre 1990"
89,Agence pour l'enseignement francais a l'etranger,"Jeanny Lorgeoux, Paul d'Ornano","  rapporteur le  16 mai 1990 rapporteur le  20 juin 1990 et <a href=""http://www.senat.fr/senateur/lorgeoux_jeanny11106f.html"" target=""_blank"">Jeanny Lorgeoux</a> rapporteur le  20 juin 1990 rapporteur, sous le n° 1483 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/d_ornano_paul74032n.html"" target=""_blank"">Paul d'Ornano</a> rapporteur, sous le n° 410 au Sénat  rapporteur le  16 mai 1990 "
90,agence pour les porteurs de titres russes,Éric RAOULT,
91,agences financieres de bassin,Yves TAVERNIER,"  relative aux redevances percues au profit des agences financieres de bassin, n° 1743, déposée le  22 novembre 1990"
92,agences municipales de l'environnement,Jacques FARRAN,"  relative a l'instauration d'agences municipales de l'environnement, n° 1247, déposée le  12 avril 1990"
93,agents commerciaux et lmandants,"Jean Huchon, Jean-Pierre Bouquet", rapporteur le  20 mars 1991  
94,AGENTS CONTRACTUELS DE LA FONCTION PUBLIQUE,Roger HUSSON,
95,AGENTS DES COLLEGES ET DES LYCEES,Bruno BOURG-BROC,
96,agrement des carrieres,"Louis MERMAZ, Gérard Saumade, Philippe François","  tendant a assujettir les carrieres aux dispositions de la loi no 76-663 du 19 juillet 1976 et a creer la commission departementale d'agrement des carrieres, n° 1390, déposée le  23 mai 1990  rapporteur le  13 octobre 1992  "
97,agriculture et  foret,"Jacqueline Alquier, Marcel Daunay","  rapporteur le  28 novembre 1990 rapporteur le  18 décembre 1990 et Mme <a href=""http://www.senat.fr/senateur/alquier_jacqueline04087r.html"" target=""_blank"">Jacqueline Alquier</a> rapporteur le  18 décembre 1990 rapporteur, sous le n° 1847 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/daunay_marcel80014y.html"" target=""_blank"">Marcel Daunay</a> rapporteur, sous le n° 191 au Sénat"
98,aide a domicile en milieu rural,François D'HARCOURT,
99,aide a l'accession au logement locatif,François D'HARCOURT,"  tendant a la creation d'un fonds destine a l'aide au financement de l'accession au logement locatif, n° 2777, déposée le  10 juin 1992"
100,aide au logement aux personnes agees,Louis MERMAZ,"  tendant a faire beneficier de l'aide au logement les personnes agees hebergees dans les services de longs sejours, n° 1006, déposée le  15 novembre 1989"
101,aide aux victimes d'accidents therapeutiques,François LESEIN,"  relative a l'aide aux victimes d'accidents therapeutiques, n° 237, déposée le  15 janvier 1992"
102,aide de l'Etat a la Polynesie francaise,,
103,aide des collectivites locales aux etablissements prives,Pierre LEQUILLER,"  tendant a autoriser les collectivites locales a concourir aux depenses d'investissement des etablissements prives sous contrat, n° 1316, déposée le  2 mai 1990"
104,aide des collectivites locales aux etablissements prives,Pierre LEQUILLER,"  tendant a autoriser les collectivites locales a concourir aux depenses d'investissement des etablissements prives sous contrats, n° 2726, déposée le  20 mai 1992"
105,aide des collectivites locales aux etablissements prives,Pierre LEQUILLER,
106,aide des collectivites locales aux etablissements prives,Jean-Luc PRÉEL,"  tendant a autoriser les collectivites locales a participer aux depenses d'investissement des etablissements d'enseignement prive sous contrat, n° 1319, déposée le  2 mai 1990"
107,aide des collectivites locales aux etablissements prives,Alain LAMASSOURE,
108,AIDE JUDICIAIRE DEVANT LES COURS ADMINISTRATIVES D'APPEL,"Daniel Hoeffel, Patrick Devedjian", rapporteur le  28 septembre 1988 
109,aide juridique,"François Colcombet, Luc Dejoie","  rapporteur le  7 mai 1991  rapporteur le  26 juin 1991 et <a href=""http://www.senat.fr/senateur/dejoie_luc83025q.html"" target=""_blank"">Luc Dejoie</a> rapporteur le  26 juin 1991 rapporteur, sous le n° 2155 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/dejoie_luc83025q.html"" target=""_blank"">Luc Dejoie</a> rapporteur, sous le n° 422 au Sénat"
110,AIDE MEDICALE URGENTE,Pierre-Rémy HOUSSIN,
111,aide sociale aux handicapes,Jacques TOUBON,
112,AIDES A LA PRESSE ASSOCIATIVE,Jean-Paul FUCHS,"  TENDANT A FACILITER L'ACCES DES PUBLICATIONS ASSOCIATIVES AU REGIME DES AIDES ACCORDEES A LA PRESSE, n° 198, déposée le  5 octobre 1988"
113,AIDES AUX PUBLICATIONS ASSOCIATIVES,Gérard VIGNOBLE,"  TENDANT A FACILITER L'ACCES DES PUBLICATIONS ASSOCIATIVES AU REGIME DES AIDES ACCORDEES A LA PRESSE, n° 457, déposée le  14 décembre 1988"
114,A.I.P.L.F.,Hector VIRON,"  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 333, déposée le  30 mai 1989"
115,AIPLF,Xavier DE VILLEPIN,"  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 330, déposée le  25 mai 1989"
116,AIPLF,Claude ESTIER,"  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 331, déposée le  25 mai 1989"
117,AIPLF,Jacques BRUNHES,"  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 700, déposée le  23 mai 1989"
118,AIPLF,Pierre-André WILTZER,"  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 699, déposée le  23 mai 1989"
119,AIPLF,"Louis MERMAZ, André Delehedde, Michel Alloncle","  RELATIVE A LA RECONNAISSANCE DE LA VOCATION INTERNATIONALE DE L'ASSOCIATION INTERNATIONALE DES PARLEMENTAIRES DE LANGUE FRANCAISE (A.I.P.L.F.) ET A SES PRIVILEGES ET IMMUNITES, n° 698, déposée le  23 mai 1989  rapporteur le  7 juin 1989"
120,ALLEGEANT LES CHARGES SOCIALES DES CLUBS SPORTIFS,Hélène LUC,"  TENDANT A ALLEGER LES CHARGES SOCIALES DES CLUBS SPORTIFS SUR LES INDEMNITES DE DEDOMMAGEMENT VERSEES AUX DIRIGEANTS BENEVOLES, n° 5, déposée le  3 octobre 1988"
121,allocation aux adultes handicapes,Paul LOMBARD,"  tendant a porter le montant de l'allocation aux adultes handicapes a 80 % du salaire minimum de croissance, n° 1266, déposée le  12 avril 1990"
122,allocation aux handicapes adultes,Georges HAGE,"  tendant a assurer le maintien integral de l'allocation aux handicapes adultes en cas de mariage, n° 1264, déposée le  12 avril 1990"
123,ALLOCATION DE FRANCHISE AUX BOUILLEURS DE CRU,François D'HARCOURT,
124,allocation de logement,Jean-Luc REITZER,
125,allocation de logement a caractere social,Pascal CLÉMENT,"  tendant a etendre le benefice de l'allocation de logement a caractere social, sans autre critere d'attribution que le montant des ressources et le montant du loyer, a l'ensemble du territoire national, n° 2040, déposée le  15 mai 1991"
126,allocation de soutien familial differentielle,Jacques BARROT,
127,allocation logement en long sejour,Serge VINÇON,"  relative aux conditions d'attribution de l'allocation logement social pour les personnes agees hebergees en service de long sejour, n° 299, déposée le  15 avril 1992"
128,allocation pour enfant handicape,René COUANAU,"  tendant a creer une allocation parentale d'education pour enfant handicape, n° 1890, déposée le  20 décembre 1990"
129,allocation pour les personnes agees,"Lucien NEUWIRTH, André Jourdain","  visant a la creation d'une allocation pour les situations de dependance resultant d'un etat de senescence, n° 210, déposée le  2 avril 1990 rapporteur le  2 octobre 1990"
130,allocation-logement aux personnes agees,Denis JACQUAT,"  tendant a modifier les conditions d'attribution de l'allocation-logement aux personnes agees hebergees en centres de long sejour, n° 2189, déposée le  2 juillet 1991"
131,"ALLOCUTION DE M. EDOUARD FREDERIC-DUPONT, PRESIDENT D'AGE",,
132,"Allocution de M. EMMANUELLI, President de l'Assemblee nationale",,
133,"ALLOCUTION DE M. LAURENT FABIUS, PRESIDENT DE L'AN",,
134,allongeant la seconde session ordinaire du Parlement,Bernard LAURENT,"  tendant a allonger la seconde session ordinaire du Parlement, n° 341, déposée le  1<sup>er</sup> juin 1990"
135,Alsaciens-Mosellans incorpores de force,Denis JACQUAT,
136,AMELIORATION DES S LOCATIFS,"Louis MERMAZ, François Colcombet, Luc Dejoie","  TENDANT A AMELIORER LES RAPPORTS LOCATIFS ET PORTANT MODIFICATION DE LA LOI NO 86-1290 DU 23 DECEMBRE 1986, n° 652, déposée le  10 mai 1989  rapporteur le  24 mai 1989 rapporteur le  15 juin 1989 et <a href=""http://www.senat.fr/senateur/dejoie_luc83025q.html"" target=""_blank"">Luc Dejoie</a> rapporteur le  15 juin 1989 rapporteur, sous le n° 774 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/dejoie_luc83025q.html"" target=""_blank"">Luc Dejoie</a> rapporteur, sous le n° 386 au Sénat  "
137,ameliorer la procedure legislative,Marcel RUDLOFF,"  tendant a ameliorer la procedure legislative, n° 254, déposée le  24 avril 1990"
138,amenagement de la Loire,Jean ROYER,
139,amenagement de l'etang de Berre,Louis MINETTI,"  tendant a assurer l'amenagement et la rehabilitation de l'etang de Berre, n° 66, déposée le  30 octobre 1991"
140,amenagement de l'etang de Berre,Paul LOMBARD,"  tendant a assurer l'amenagement et la rehabilitation de l'etang de Berre, n° 2264, déposée le  9 octobre 1991"
141,AMENAGEMENT DU REGIME QUIRATAIRE,Ambroise GUELLEC,"  RELATIVE A L'AMENAGEMENT DU REGIME QUIRATAIRE, n° 459, déposée le  14 décembre 1988"
142,amenager des dispositions du code electoral,Jean Louis MASSON,"  tendant a amenager plusieurs dispositions du code electoral, n° 2653, déposée le  29 avril 1992"
143,amendements a la convention Inmarsat,Michel D'Aillieres, rapporteur le  12 octobre 1989
144,amendements a la convention Inmarsat,Michel D'Aillieres, rapporteur le  12 octobre 1989
145,amendements a la convention sur les zones humides,Roland Nungesser, 
146,AMNISTIE,"Marcel Rudloff, Jean-Pierre Michel"," rapporteur le  22 juin 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a> rapporteur le  7 juillet 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a>   rapporteur le  22 juin 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a> rapporteur le  7 juillet 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a>  rapporteur le  7 juillet 1988 et <a href=""http://www.senat.fr/senateur/michel_jean_pierre04084n.html"" target=""_blank"">Jean-Pierre Michel</a> rapporteur le  7 juillet 1988 rapporteur, sous le n° 129 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/rudloff_marcel000505.html"" target=""_blank"">Marcel Rudloff</a> rapporteur, sous le n° 324 au Sénat  rapporteur le  22 juin 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a> rapporteur le  7 juillet 1988 et <a href=""http://www.senat.fr/senateur/larche_jacques77033c.html"" target=""_blank"">Jacques Larché</a> "
147,amnistie  en Nouvelle-Caledonie,"Jean-Pierre Michel, Etienne Dailly","  rapporteur le  28 novembre 1989 rapporteur le  13 décembre 1989 et <a href=""http://www.senat.fr/senateur/dailly_etienne000397.html"" target=""_blank"">Etienne Dailly</a> rapporteur le  13 décembre 1989 rapporteur, sous le n° 1091 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/dailly_etienne000397.html"" target=""_blank"">Etienne Dailly</a> rapporteur, sous le n° 134 au Sénat  rapporteur le  28 novembre 1989 "
148,amnistie a la suite des evenements de La Reunion,Élie HOARAU,
149,AMNISTIE DANS LES DOM-TOM,Ernest MOUTOUSSAMY,"  RELATIVE L'AMNISTIE DANS LES DEPARTEMENTS ET TERRITOIRES D'OUTRE-MER, n° 502, déposée le  21 décembre 1988"
150,AMNISTIE DANS LES DOM-TOM,Henri BANGOU,"  RELATIVE A L'AMNISTIE DANS LES DEPARTEMENTS ET TERRITOIRES D'OUTRE-MER, n° 314, déposée le  19 mai 1989"
151,amnistie des sanctions disciplinaires des travailleurs,Charles LEDERMAN,"  relative a l'amnistie des sanctions disciplinaires et professionnelles prises a l'encontre des travailleurs a l'occasion d'un conflit collectif du travail, n° 471, déposée le  4 juillet 1989"
152,AMNISTIE DES SANCTIONS PROFESSIONNELLES,Georges MARCHAIS,"  RELATIVE A L'AMNISTIE DES SANCTIONS DISCIPLINAIRES ET PROFESSIONNELLES PRISES A L'ENCONTRE DES TRAVAILLEURS A L'OCCASION D'UN CONFLIT COLLECTIF DU TRAVAIL, n° 755, déposée le  14 juin 1989"
153,AMNISTIE EN GUADELOUPE,Louis MERMAZ,"  RELATIVE A L'AMNISTIE EN GUADELOUPE, n° 696, déposée le  23 mai 1989"
154,AMNISTIE EN GUADELOUPE,"Jean-Pierre Michel, Marcel Rudloff","  rapporteur le  1<sup>er</sup> juin 1989 rapporteur le  22 juin 1989 et <a href=""http://www.senat.fr/senateur/michel_jean_pierre04084n.html"" target=""_blank"">Jean-Pierre Michel</a> rapporteur le  22 juin 1989 rapporteur, sous le n° 809 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/rudloff_marcel000505.html"" target=""_blank"">Marcel Rudloff</a> rapporteur, sous le n° 413 au Sénat  rapporteur le  1<sup>er</sup> juin 1989 "
155,ANCIENS COMBATTANTS D'AFN,Gilbert MILLET,"  TENDANT A LA RECONNAISSANCE DE LA PATHOLOGIE PROPRE AUX ANCIENS COMBATTANTS D'ALGERIE, DE TUNISIE ET DU MAROC, n° 70, déposée le  6 juillet 1988"
156,ANCIENS COMBATTANTS D'AFN,Robert PAGÈS,"  TENDANT A LA RECONNAISSANCE DE LA PATHOLOGIE PROPRE AUX ANCIENS COMBATTANTS D'ALGERIE, DE TUNISIE ET DU MAROC, n° 188, déposée le  22 décembre 1988"
157,anciens combattants d'AFN,Robert PAGÈS,"  tendant a prendre en compte la duree du sejour en Afrique-du-Nord de 1952 a 1962 des anciens combattants pour une retraite anticipee, n° 46, déposée le  18 octobre 1991"
158,anciens combattants d'Afrique-du-Nord,François D'HARCOURT,"  tendant a accorder aux anciens combattants d'Afrique-du-Nord, dans des situations socialement difficiles, le benefice de la retraite anticipee et aux anciens militaires d'Afrique-du-Nord le benefice de la campagne double, n° 1815, déposée le  12 décembre 1990"
